,Hour,Temp,Humidity,Wind,Visibility,DewTemp,SolarRad,Rainfall,Snowfall,Seasons,Holiday,FuncDay,Day,WeekDay,Month,Year,RentalCount
441,9.0,-5.3,48.0,2.6,1810.0,-14.6,0.18,0.0,2.5,Winter,No Holiday,Yes,19,Tuesday,December,2017,199.0
7960,16.0,12.2,65.0,1.9,2000.0,5.8,0.52,0.0,0.0,Autumn,No Holiday,Yes,28,Sunday,October,2018,385.0
2051,11.0,2.2,50.0,2.4,608.0,-7.1,1.1,0.0,0.0,Winter,No Holiday,Yes,24,Saturday,February,2018,298.0
2541,21.0,5.8,43.0,1.8,2000.0,-5.8,0.0,0.0,0.0,Spring,No Holiday,Yes,16,Friday,March,2018,710.0
1301,5.0,-15.6,29.0,3.7,2000.0,-29.6,0.0,0.0,0.9,Winter,No Holiday,Yes,24,Wednesday,January,2018,34.0
5877,21.0,33.3,63.0,1.2,1304.0,25.2,0.0,0.0,0.0,Summer,No Holiday,Yes,2,Thursday,August,2018,1535.0
7368,0.0,15.5,65.0,0.8,2000.0,8.9,0.0,0.0,0.0,Autumn,No Holiday,No,4,Thursday,October,2018,0.0
3430,22.0,11.6,89.0,2.0,469.0,9.8,0.0,4.0,0.0,Spring,No Holiday,Yes,22,Sunday,April,2018,13.0
1304,8.0,-16.2,30.0,1.6,2000.0,-29.8,0.0,0.0,0.9,Winter,No Holiday,Yes,24,Wednesday,January,2018,364.0
236,20.0,0.6,57.0,3.9,1954.0,-6.9,0.0,0.0,0.0,Winter,No Holiday,Yes,10,Sunday,December,2017,165.0
7732,4.0,8.1,76.0,0.3,2000.0,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,19,Friday,October,2018,184.0
2599,7.0,6.5,88.0,1.4,515.0,4.6,0.0,0.0,0.0,Spring,No Holiday,Yes,19,Monday,March,2018,370.0
4616,8.0,20.7,55.0,1.5,2000.0,11.3,1.23,0.0,0.0,Summer,No Holiday,Yes,11,Monday,June,2018,2375.0
2573,5.0,5.6,55.0,1.2,1008.0,-2.7,0.0,0.0,0.0,Spring,No Holiday,Yes,18,Sunday,March,2018,67.0
3280,16.0,18.5,24.0,3.0,1773.0,-2.4,2.27,0.0,0.0,Spring,No Holiday,Yes,16,Monday,April,2018,1452.0
3186,18.0,17.9,16.0,3.7,2000.0,-8.3,0.92,0.0,0.0,Spring,No Holiday,Yes,12,Thursday,April,2018,2359.0
3953,17.0,24.4,51.0,1.9,466.0,13.5,1.42,0.0,0.0,Spring,No Holiday,Yes,14,Monday,May,2018,1891.0
2768,8.0,6.4,90.0,1.4,117.0,4.8,0.13,0.0,0.0,Spring,No Holiday,Yes,26,Monday,March,2018,983.0
4831,7.0,20.0,77.0,1.7,595.0,15.8,0.29,0.0,0.0,Summer,No Holiday,Yes,20,Wednesday,June,2018,1629.0
4223,23.0,17.6,55.0,0.5,1362.0,8.4,0.0,0.0,0.0,Spring,No Holiday,Yes,25,Friday,May,2018,1209.0
2106,18.0,7.2,26.0,2.3,1398.0,-11.0,0.33,0.0,0.0,Winter,No Holiday,Yes,26,Monday,February,2018,929.0
2679,15.0,10.7,34.0,4.5,1850.0,-4.5,2.51,0.0,0.0,Spring,No Holiday,Yes,22,Thursday,March,2018,758.0
7325,5.0,10.8,82.0,0.3,1778.0,7.8,0.0,0.0,0.0,Autumn,No Holiday,No,2,Tuesday,October,2018,0.0
2761,1.0,6.3,87.0,1.8,153.0,4.2,0.0,0.0,0.0,Spring,No Holiday,Yes,26,Monday,March,2018,185.0
4688,8.0,18.9,97.0,1.2,492.0,18.4,0.06,11.5,0.0,Summer,No Holiday,Yes,14,Thursday,June,2018,187.0
5399,23.0,26.2,84.0,1.0,1646.0,23.2,0.0,0.0,0.0,Summer,No Holiday,Yes,13,Friday,July,2018,1439.0
1387,19.0,-7.1,33.0,2.0,1887.0,-20.6,0.0,0.0,0.0,Winter,No Holiday,Yes,27,Saturday,January,2018,122.0
2901,21.0,13.3,48.0,1.6,1582.0,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,31,Saturday,March,2018,1010.0
3577,1.0,11.2,57.0,1.6,1533.0,2.9,0.0,0.0,0.0,Spring,No Holiday,Yes,29,Sunday,April,2018,554.0
7665,9.0,11.8,55.0,0.7,1182.0,3.0,0.55,0.0,0.0,Autumn,No Holiday,Yes,16,Tuesday,October,2018,1177.0
7975,7.0,4.6,76.0,0.7,2000.0,0.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,29,Monday,October,2018,1070.0
7083,3.0,18.8,90.0,1.0,1191.0,17.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,22,Saturday,September,2018,458.0
8593,1.0,2.4,30.0,1.3,2000.0,-13.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,24,Saturday,November,2018,507.0
7393,1.0,18.6,66.0,1.7,2000.0,12.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,5,Friday,October,2018,735.0
5000,8.0,19.7,97.0,1.5,200.0,19.2,0.25,0.0,0.0,Summer,No Holiday,Yes,27,Wednesday,June,2018,1995.0
5853,21.0,33.3,64.0,3.0,1680.0,25.5,0.0,0.0,0.0,Summer,No Holiday,Yes,1,Wednesday,August,2018,1500.0
1279,7.0,-12.5,41.0,4.5,2000.0,-23.0,0.0,0.0,1.0,Winter,No Holiday,Yes,23,Tuesday,January,2018,211.0
8240,8.0,10.1,85.0,2.4,1809.0,7.6,0.05,0.0,0.0,Autumn,No Holiday,No,9,Friday,November,2018,0.0
804,12.0,-3.4,32.0,3.1,1706.0,-17.7,1.02,0.0,0.0,Winter,No Holiday,Yes,3,Wednesday,January,2018,297.0
6404,20.0,23.5,81.0,3.5,2000.0,20.0,0.0,0.0,0.0,Summer,No Holiday,Yes,24,Friday,August,2018,1162.0
1555,19.0,-7.6,32.0,4.8,2000.0,-21.4,0.0,0.0,0.0,Winter,No Holiday,Yes,3,Saturday,February,2018,135.0
8299,19.0,8.7,52.0,0.8,1590.0,-0.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,11,Sunday,November,2018,685.0
3190,22.0,13.5,15.0,2.2,2000.0,-12.6,0.0,0.0,0.0,Spring,No Holiday,Yes,12,Thursday,April,2018,1142.0
4566,6.0,19.0,84.0,0.5,440.0,16.2,0.05,0.0,0.0,Summer,No Holiday,Yes,9,Saturday,June,2018,381.0
4802,2.0,20.2,71.0,1.2,1414.0,14.7,0.0,0.0,0.0,Summer,No Holiday,Yes,19,Tuesday,June,2018,527.0
8464,16.0,9.4,39.0,1.8,1704.0,-3.8,0.56,0.0,0.0,Autumn,No Holiday,Yes,18,Sunday,November,2018,1026.0
7166,14.0,23.7,28.0,1.4,2000.0,4.0,2.77,0.0,0.0,Autumn,Holiday,Yes,25,Tuesday,September,2018,1522.0
4841,17.0,28.0,50.0,3.2,1137.0,16.6,1.93,0.0,0.0,Summer,No Holiday,Yes,20,Wednesday,June,2018,2289.0
3594,18.0,20.1,28.0,3.2,1114.0,1.0,0.89,0.0,0.0,Spring,No Holiday,Yes,29,Sunday,April,2018,1950.0
6035,11.0,30.8,63.0,2.4,1919.0,22.9,0.94,0.0,0.0,Summer,No Holiday,Yes,9,Thursday,August,2018,659.0
6852,12.0,26.3,44.0,1.2,1966.0,13.0,2.91,0.0,0.0,Autumn,No Holiday,Yes,12,Wednesday,September,2018,1165.0
6958,22.0,21.4,87.0,2.4,540.0,19.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,16,Sunday,September,2018,988.0
1920,0.0,-1.1,39.0,1.7,1832.0,-13.3,0.0,0.0,0.0,Winter,No Holiday,Yes,19,Monday,February,2018,148.0
513,9.0,0.3,67.0,0.7,897.0,-5.1,0.03,0.0,0.6,Winter,Holiday,Yes,22,Friday,December,2017,298.0
4177,1.0,12.9,62.0,0.6,1557.0,5.7,0.0,0.0,0.0,Spring,No Holiday,Yes,24,Thursday,May,2018,578.0
6843,3.0,18.4,57.0,1.3,2000.0,9.7,0.0,0.0,0.0,Autumn,No Holiday,Yes,12,Wednesday,September,2018,297.0
1308,12.0,-12.2,26.0,4.0,2000.0,-27.8,1.17,0.0,0.9,Winter,No Holiday,Yes,24,Wednesday,January,2018,121.0
5667,3.0,28.9,69.0,2.8,1871.0,22.6,0.0,0.0,0.0,Summer,No Holiday,Yes,25,Wednesday,July,2018,327.0
914,2.0,0.8,42.0,0.5,1275.0,-10.6,0.0,0.0,0.0,Winter,No Holiday,Yes,8,Monday,January,2018,77.0
3452,20.0,9.4,95.0,1.6,740.0,8.6,0.0,1.0,0.0,Spring,No Holiday,Yes,23,Monday,April,2018,37.0
3695,23.0,10.6,62.0,2.1,1694.0,3.6,0.0,0.0,0.0,Spring,No Holiday,Yes,3,Thursday,May,2018,832.0
4242,18.0,27.0,33.0,2.2,822.0,9.3,1.07,0.0,0.0,Spring,No Holiday,Yes,26,Saturday,May,2018,2020.0
3156,12.0,15.7,46.0,3.9,1132.0,4.0,3.05,0.0,0.0,Spring,No Holiday,No,11,Wednesday,April,2018,0.0
2198,14.0,3.4,23.0,2.4,1545.0,-15.8,2.74,0.0,0.0,Spring,No Holiday,Yes,2,Friday,March,2018,450.0
774,6.0,-3.2,67.0,0.4,1409.0,-8.4,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Tuesday,January,2018,139.0
4425,9.0,22.7,39.0,0.7,1880.0,8.0,1.91,0.0,0.0,Summer,No Holiday,Yes,3,Sunday,June,2018,831.0
6150,6.0,27.8,71.0,0.1,2000.0,22.0,0.0,0.0,0.0,Summer,No Holiday,Yes,14,Tuesday,August,2018,643.0
6097,1.0,29.4,58.0,1.5,2000.0,20.2,0.0,0.0,0.0,Summer,No Holiday,Yes,12,Sunday,August,2018,703.0
943,7.0,-5.9,57.0,3.1,1686.0,-13.0,0.0,0.0,0.8,Winter,No Holiday,Yes,9,Tuesday,January,2018,245.0
822,6.0,-7.6,47.0,2.3,2000.0,-16.9,0.0,0.0,0.0,Winter,No Holiday,Yes,4,Thursday,January,2018,120.0
6878,14.0,27.2,49.0,1.5,1945.0,15.5,2.54,0.0,0.0,Autumn,No Holiday,Yes,13,Thursday,September,2018,1097.0
5005,13.0,24.9,69.0,2.2,850.0,18.8,2.14,0.0,0.0,Summer,No Holiday,Yes,27,Wednesday,June,2018,1234.0
6612,12.0,27.5,43.0,1.4,1959.0,13.7,2.75,0.0,0.0,Autumn,No Holiday,Yes,2,Sunday,September,2018,1075.0
4277,5.0,16.6,0.0,0.9,1361.0,9.7,0.0,0.0,0.0,Spring,No Holiday,Yes,28,Monday,May,2018,247.0
164,20.0,-1.4,47.0,2.5,1620.0,-11.2,0.0,0.0,0.0,Winter,No Holiday,Yes,7,Thursday,December,2017,390.0
5619,3.0,29.6,50.0,2.1,1970.0,18.0,0.0,0.0,0.0,Summer,No Holiday,Yes,23,Monday,July,2018,238.0
4547,11.0,21.9,64.0,2.4,1359.0,14.7,1.03,0.0,0.0,Summer,No Holiday,Yes,8,Friday,June,2018,1095.0
3983,23.0,24.8,60.0,1.0,795.0,16.5,0.0,0.0,0.0,Spring,No Holiday,Yes,15,Tuesday,May,2018,848.0
2538,18.0,10.0,33.0,1.2,2000.0,-5.5,0.68,0.0,0.0,Spring,No Holiday,Yes,16,Friday,March,2018,1641.0
6957,21.0,21.2,88.0,1.7,373.0,19.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,16,Sunday,September,2018,1146.0
3191,23.0,12.6,16.0,1.7,2000.0,-12.6,0.0,0.0,0.0,Spring,No Holiday,Yes,12,Thursday,April,2018,772.0
1311,15.0,-10.8,29.0,3.8,2000.0,-25.4,1.06,0.0,0.7,Winter,No Holiday,Yes,24,Wednesday,January,2018,149.0
8137,1.0,9.3,78.0,0.1,828.0,5.6,0.0,0.0,0.0,Autumn,No Holiday,Yes,5,Monday,November,2018,346.0
5207,23.0,23.9,66.0,1.5,2000.0,17.1,0.0,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018,1406.0
8325,21.0,8.5,50.0,0.5,1707.0,-1.3,0.0,0.0,0.0,Autumn,No Holiday,Yes,12,Monday,November,2018,1189.0
5383,7.0,25.0,83.0,1.0,1350.0,21.9,0.13,0.0,0.0,Summer,No Holiday,Yes,13,Friday,July,2018,1321.0
8728,16.0,5.8,39.0,2.6,1489.0,-7.1,0.1,0.0,0.0,Autumn,No Holiday,Yes,29,Thursday,November,2018,748.0
3675,3.0,7.0,86.0,1.2,2000.0,4.8,0.0,0.0,0.0,Spring,No Holiday,Yes,3,Thursday,May,2018,156.0
7218,18.0,22.5,38.0,0.8,2000.0,7.4,0.31,0.0,0.0,Autumn,No Holiday,Yes,27,Thursday,September,2018,3154.0
6722,2.0,21.3,76.0,2.2,1559.0,16.8,0.0,0.5,0.0,Autumn,No Holiday,Yes,7,Friday,September,2018,259.0
3300,12.0,18.0,26.0,2.2,1459.0,-1.8,3.03,0.0,0.0,Spring,No Holiday,Yes,17,Tuesday,April,2018,1112.0
3310,22.0,11.0,34.0,1.2,1529.0,-4.2,0.0,0.0,0.0,Spring,No Holiday,Yes,17,Tuesday,April,2018,1071.0
6904,16.0,26.3,57.0,1.6,2000.0,17.0,0.72,0.0,0.0,Autumn,No Holiday,Yes,14,Friday,September,2018,1503.0
7221,21.0,18.7,48.0,1.3,2000.0,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,27,Thursday,September,2018,1930.0
327,15.0,-2.5,29.0,1.1,1667.0,-18.1,0.48,0.0,0.0,Winter,No Holiday,Yes,14,Thursday,December,2017,301.0
5886,6.0,30.5,62.0,1.3,1583.0,22.3,0.01,0.0,0.0,Summer,No Holiday,Yes,3,Friday,August,2018,544.0
2490,18.0,19.2,53.0,2.4,2000.0,9.3,0.58,0.0,0.0,Spring,No Holiday,Yes,14,Wednesday,March,2018,2100.0
8483,11.0,9.8,51.0,0.5,781.0,0.1,1.42,0.0,0.0,Autumn,No Holiday,Yes,19,Monday,November,2018,745.0
6103,7.0,27.4,61.0,0.6,2000.0,19.2,0.17,0.0,0.0,Summer,No Holiday,Yes,12,Sunday,August,2018,316.0
5954,2.0,28.6,80.0,1.2,1163.0,24.8,0.0,0.0,0.0,Summer,No Holiday,Yes,6,Monday,August,2018,309.0
8456,8.0,2.6,53.0,0.7,1548.0,-6.0,0.03,0.0,0.0,Autumn,No Holiday,Yes,18,Sunday,November,2018,371.0
4408,16.0,29.6,26.0,3.7,2000.0,8.0,2.58,0.0,0.0,Summer,No Holiday,Yes,2,Saturday,June,2018,1707.0
832,16.0,-1.4,34.0,1.8,1719.0,-15.2,0.3,0.0,0.0,Winter,No Holiday,Yes,4,Thursday,January,2018,309.0
3079,7.0,0.9,54.0,0.8,2000.0,-7.3,0.11,0.0,0.0,Spring,No Holiday,Yes,8,Sunday,April,2018,159.0
3462,6.0,9.6,87.0,2.0,2000.0,7.5,0.0,0.0,0.0,Spring,No Holiday,Yes,24,Tuesday,April,2018,262.0
5297,17.0,20.3,93.0,1.4,1684.0,19.1,0.32,1.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018,104.0
8125,13.0,18.3,26.0,1.2,1503.0,-1.5,2.17,0.0,0.0,Autumn,No Holiday,Yes,4,Sunday,November,2018,1355.0
54,6.0,3.4,86.0,2.5,278.0,1.2,0.0,1.0,0.0,Winter,No Holiday,Yes,3,Sunday,December,2017,13.0
6230,14.0,32.7,27.0,2.0,1964.0,11.2,3.21,0.0,0.0,Summer,No Holiday,Yes,17,Friday,August,2018,791.0
4064,8.0,13.7,57.0,1.4,2000.0,5.3,1.28,0.0,0.0,Spring,No Holiday,Yes,19,Saturday,May,2018,766.0
3451,19.0,9.4,95.0,1.8,531.0,8.6,0.03,1.5,0.0,Spring,No Holiday,Yes,23,Monday,April,2018,50.0
6305,17.0,32.1,44.0,2.6,1731.0,18.3,0.6,0.0,0.0,Summer,No Holiday,Yes,20,Monday,August,2018,1704.0
1901,5.0,-4.0,28.0,0.5,2000.0,-19.8,0.0,0.0,0.0,Winter,No Holiday,Yes,18,Sunday,February,2018,22.0
1481,17.0,-0.9,34.0,2.8,2000.0,-14.8,0.28,0.0,1.8,Winter,No Holiday,Yes,31,Wednesday,January,2018,279.0
4873,1.0,20.2,75.0,1.4,525.0,15.6,0.0,0.0,0.0,Summer,No Holiday,Yes,22,Friday,June,2018,912.0
4895,23.0,22.9,34.0,1.1,1810.0,6.1,0.0,0.0,0.0,Summer,No Holiday,Yes,22,Friday,June,2018,1648.0
4150,22.0,16.8,87.0,0.6,447.0,14.6,0.0,0.5,0.0,Spring,Holiday,Yes,22,Tuesday,May,2018,29.0
7068,12.0,19.1,91.0,2.0,1971.0,17.5,0.63,0.0,0.0,Autumn,No Holiday,Yes,21,Friday,September,2018,143.0
3335,23.0,10.7,42.0,0.9,1236.0,-1.7,0.0,0.0,0.0,Spring,No Holiday,Yes,18,Wednesday,April,2018,671.0
6016,16.0,35.1,40.0,2.6,1989.0,19.4,2.29,0.0,0.0,Summer,No Holiday,Yes,8,Wednesday,August,2018,839.0
4926,6.0,20.2,87.0,2.0,255.0,17.9,0.01,0.0,0.0,Summer,No Holiday,Yes,24,Sunday,June,2018,258.0
946,10.0,-4.8,57.0,3.0,1559.0,-12.0,0.47,0.0,0.5,Winter,No Holiday,Yes,9,Tuesday,January,2018,190.0
5797,13.0,34.7,43.0,1.3,2000.0,20.2,2.05,0.0,0.0,Summer,No Holiday,Yes,30,Monday,July,2018,688.0
3293,5.0,7.4,56.0,0.6,1746.0,-0.8,0.0,0.0,0.0,Spring,No Holiday,Yes,17,Tuesday,April,2018,143.0
2161,1.0,2.1,97.0,0.2,859.0,1.6,0.0,0.0,0.0,Spring,Holiday,Yes,1,Thursday,March,2018,147.0
8610,18.0,2.6,86.0,1.1,834.0,0.4,0.0,0.0,3.5,Autumn,No Holiday,Yes,24,Saturday,November,2018,426.0
5083,19.0,24.3,95.0,0.5,958.0,23.4,0.11,4.0,0.0,Summer,No Holiday,Yes,30,Saturday,June,2018,481.0
6645,21.0,21.6,97.0,0.5,646.0,21.0,0.0,0.5,0.0,Autumn,No Holiday,Yes,3,Monday,September,2018,110.0
7850,2.0,9.5,87.0,1.0,919.0,7.4,0.0,0.0,0.0,Autumn,No Holiday,Yes,24,Wednesday,October,2018,371.0
3057,9.0,3.4,37.0,3.6,1668.0,-9.9,1.07,0.0,0.0,Spring,No Holiday,Yes,7,Saturday,April,2018,426.0
7342,22.0,15.5,69.0,0.8,1987.0,9.8,0.0,0.0,0.0,Autumn,No Holiday,No,2,Tuesday,October,2018,0.0
5490,18.0,31.3,55.0,2.5,1550.0,21.1,1.2,0.0,0.0,Summer,No Holiday,Yes,17,Tuesday,July,2018,2770.0
6733,13.0,24.3,50.0,2.9,2000.0,13.2,2.37,0.0,0.0,Autumn,No Holiday,Yes,7,Friday,September,2018,1119.0
768,0.0,-1.8,54.0,1.1,1772.0,-9.8,0.0,0.0,0.0,Winter,No Holiday,Yes,2,Tuesday,January,2018,148.0
2065,1.0,-1.4,43.0,0.6,1791.0,-12.3,0.0,0.0,0.0,Winter,No Holiday,Yes,25,Sunday,February,2018,189.0
8312,8.0,3.3,69.0,0.0,2000.0,-1.8,0.06,0.0,0.0,Autumn,No Holiday,Yes,12,Monday,November,2018,1699.0
3495,15.0,22.8,21.0,2.1,1542.0,-0.6,2.75,0.0,0.0,Spring,No Holiday,Yes,25,Wednesday,April,2018,1180.0
7311,15.0,19.0,40.0,3.8,1983.0,5.0,1.96,0.0,0.0,Autumn,No Holiday,Yes,1,Monday,October,2018,1258.0
285,21.0,-8.8,43.0,1.4,1999.0,-19.1,0.0,0.0,0.0,Winter,No Holiday,Yes,12,Tuesday,December,2017,270.0
1500,12.0,-1.1,31.0,1.3,1869.0,-16.1,1.2,0.0,1.3,Winter,No Holiday,Yes,1,Thursday,February,2018,240.0
4524,12.0,25.0,56.0,3.0,715.0,15.6,3.19,0.0,0.0,Summer,No Holiday,Yes,7,Thursday,June,2018,1099.0
8229,21.0,14.0,96.0,4.1,292.0,13.3,0.0,18.0,0.0,Autumn,No Holiday,Yes,8,Thursday,November,2018,21.0
2332,4.0,3.3,90.0,1.3,682.0,1.8,0.0,0.0,0.0,Spring,No Holiday,Yes,8,Thursday,March,2018,8.0
2717,5.0,4.7,54.0,1.3,543.0,-3.8,0.0,0.0,0.0,Spring,No Holiday,Yes,24,Saturday,March,2018,82.0
2079,15.0,7.5,21.0,2.7,1900.0,-13.4,2.22,0.0,0.0,Winter,No Holiday,Yes,25,Sunday,February,2018,612.0
3389,5.0,13.0,70.0,0.5,385.0,7.6,0.0,0.0,0.0,Spring,No Holiday,Yes,21,Saturday,April,2018,122.0
722,2.0,0.4,95.0,1.7,110.0,-0.3,0.0,0.0,1.2,Winter,Holiday,Yes,31,Sunday,December,2017,65.0
951,15.0,-2.4,51.0,4.6,1458.0,-11.1,0.46,0.0,0.0,Winter,No Holiday,Yes,9,Tuesday,January,2018,257.0
8078,14.0,18.0,31.0,1.2,1506.0,0.5,1.98,0.0,0.0,Autumn,No Holiday,Yes,2,Friday,November,2018,1160.0
2262,6.0,4.2,87.0,2.0,1979.0,2.2,0.0,2.0,0.0,Spring,No Holiday,Yes,5,Monday,March,2018,20.0
989,5.0,-11.9,61.0,1.8,1759.0,-17.9,0.0,0.0,0.0,Winter,No Holiday,Yes,11,Thursday,January,2018,42.0
3212,20.0,16.2,22.0,0.9,2000.0,-5.5,0.0,0.0,0.0,Spring,No Holiday,Yes,13,Friday,April,2018,1359.0
1759,7.0,-9.5,35.0,1.1,2000.0,-22.1,0.0,0.0,0.0,Winter,No Holiday,Yes,12,Monday,February,2018,236.0
7613,5.0,7.6,79.0,0.3,765.0,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,14,Sunday,October,2018,110.0
4422,6.0,16.9,62.0,0.4,1768.0,9.5,0.06,0.0,0.0,Summer,No Holiday,Yes,3,Sunday,June,2018,228.0
6704,8.0,21.8,77.0,0.9,1419.0,17.5,0.43,0.0,0.0,Autumn,No Holiday,Yes,6,Thursday,September,2018,2270.0
5479,7.0,24.4,75.0,1.0,841.0,19.6,0.35,0.0,0.0,Summer,No Holiday,Yes,17,Tuesday,July,2018,1356.0
1724,20.0,-4.4,19.0,5.8,2000.0,-24.6,0.0,0.0,0.0,Winter,No Holiday,Yes,10,Saturday,February,2018,132.0
5182,22.0,25.1,73.0,2.5,1808.0,19.9,0.0,0.0,0.0,Summer,No Holiday,Yes,4,Wednesday,July,2018,2091.0
8249,17.0,12.9,66.0,3.6,682.0,6.6,0.32,0.0,0.0,Autumn,No Holiday,No,9,Friday,November,2018,0.0
341,5.0,-7.5,64.0,0.9,989.0,-13.1,0.0,0.0,0.0,Winter,No Holiday,Yes,15,Friday,December,2017,68.0
3701,5.0,9.2,63.0,0.8,1896.0,2.5,0.0,0.0,0.0,Spring,No Holiday,Yes,4,Friday,May,2018,186.0
4243,19.0,24.9,46.0,3.1,1341.0,12.4,0.43,0.0,0.0,Spring,No Holiday,Yes,26,Saturday,May,2018,1985.0
688,16.0,5.4,56.0,2.2,396.0,-2.6,0.39,0.0,0.0,Winter,No Holiday,Yes,29,Friday,December,2017,504.0
3432,0.0,10.7,94.0,2.6,477.0,9.7,0.0,2.0,0.0,Spring,No Holiday,Yes,23,Monday,April,2018,81.0
5203,19.0,26.7,69.0,1.4,2000.0,20.5,0.36,0.0,0.0,Summer,No Holiday,Yes,5,Thursday,July,2018,2309.0
4944,0.0,22.9,79.0,0.6,715.0,19.0,0.0,0.0,0.0,Summer,No Holiday,Yes,25,Monday,June,2018,962.0
966,6.0,-7.7,74.0,1.1,2000.0,-11.5,0.0,0.0,0.8,Winter,No Holiday,Yes,10,Wednesday,January,2018,84.0
3120,0.0,9.0,46.0,1.2,1259.0,-2.0,0.0,0.0,0.0,Spring,No Holiday,Yes,10,Tuesday,April,2018,485.0
8297,17.0,8.9,57.0,3.0,1149.0,0.8,0.03,0.0,0.0,Autumn,No Holiday,Yes,11,Sunday,November,2018,660.0
2203,19.0,2.0,26.0,2.3,1985.0,-15.5,0.02,0.0,0.0,Spring,No Holiday,Yes,2,Friday,March,2018,568.0
2713,1.0,4.7,51.0,1.1,728.0,-4.5,0.0,0.0,0.0,Spring,No Holiday,Yes,24,Saturday,March,2018,360.0
4757,5.0,19.0,85.0,0.8,567.0,16.4,0.0,0.0,0.0,Summer,No Holiday,Yes,17,Sunday,June,2018,238.0
5098,10.0,21.6,97.0,0.5,266.0,21.0,0.13,12.0,0.0,Summer,No Holiday,Yes,1,Sunday,July,2018,13.0
8170,10.0,11.7,62.0,0.5,521.0,4.6,0.77,0.0,0.0,Autumn,No Holiday,No,6,Tuesday,November,2018,0.0
8526,6.0,6.7,86.0,0.3,593.0,4.5,0.0,0.0,0.0,Autumn,No Holiday,Yes,21,Wednesday,November,2018,299.0
8174,14.0,17.4,50.0,2.4,336.0,6.8,1.52,0.0,0.0,Autumn,No Holiday,No,6,Tuesday,November,2018,0.0
5280,0.0,24.2,61.0,1.7,2000.0,16.1,0.0,0.0,0.0,Summer,No Holiday,Yes,9,Monday,July,2018,900.0
5975,23.0,29.4,79.0,1.2,777.0,25.3,0.0,2.0,0.0,Summer,No Holiday,Yes,6,Monday,August,2018,969.0
3572,20.0,15.1,34.0,2.2,1981.0,-0.6,0.01,0.0,0.0,Spring,No Holiday,Yes,28,Saturday,April,2018,1435.0
4805,5.0,19.4,77.0,0.8,831.0,15.2,0.0,0.0,0.0,Summer,No Holiday,Yes,19,Tuesday,June,2018,317.0
5299,19.0,20.4,94.0,1.1,1769.0,19.3,0.14,0.5,0.0,Summer,No Holiday,Yes,9,Monday,July,2018,68.0
1990,22.0,-2.2,55.0,1.4,2000.0,-10.0,0.0,0.0,0.0,Winter,No Holiday,Yes,21,Wednesday,February,2018,299.0
4120,16.0,22.7,42.0,1.9,2000.0,9.1,1.13,0.0,0.0,Spring,No Holiday,Yes,21,Monday,May,2018,1820.0
4759,7.0,19.6,75.0,0.9,884.0,15.0,0.42,0.0,0.0,Summer,No Holiday,Yes,17,Sunday,June,2018,475.0
7606,22.0,11.7,60.0,0.5,1002.0,4.1,0.0,0.0,0.0,Autumn,No Holiday,Yes,13,Saturday,October,2018,1147.0
5298,18.0,20.3,93.0,1.3,1832.0,19.1,0.22,0.5,0.0,Summer,No Holiday,Yes,9,Monday,July,2018,140.0
8104,16.0,18.7,25.0,2.1,1605.0,-1.7,1.07,0.0,0.0,Autumn,No Holiday,No,3,Saturday,November,2018,0.0
4971,3.0,25.4,50.0,1.1,870.0,14.2,0.0,0.0,0.0,Summer,No Holiday,Yes,26,Tuesday,June,2018,353.0
954,18.0,-3.8,58.0,1.7,1996.0,-10.8,0.01,0.0,0.0,Winter,No Holiday,Yes,9,Tuesday,January,2018,558.0
5034,18.0,20.6,97.0,0.7,222.0,20.1,0.14,21.5,0.0,Summer,No Holiday,Yes,28,Thursday,June,2018,596.0
6783,15.0,28.9,27.0,1.8,2000.0,8.0,2.9,0.0,0.0,Autumn,No Holiday,Yes,9,Sunday,September,2018,1877.0
3600,0.0,14.7,54.0,1.3,718.0,5.4,0.0,0.0,0.0,Spring,No Holiday,Yes,30,Monday,April,2018,569.0
6490,10.0,25.4,75.0,0.7,1995.0,20.6,0.96,0.0,0.0,Summer,No Holiday,Yes,28,Tuesday,August,2018,670.0
8346,18.0,11.3,42.0,1.2,1846.0,-1.1,0.01,0.0,0.0,Autumn,No Holiday,Yes,13,Tuesday,November,2018,2159.0
474,18.0,-1.4,79.0,1.6,702.0,-4.5,0.0,0.1,2.2,Winter,No Holiday,Yes,20,Wednesday,December,2017,329.0
7643,11.0,16.7,65.0,1.5,675.0,10.0,1.42,0.0,0.0,Autumn,No Holiday,Yes,15,Monday,October,2018,910.0
